number,first_name,last_name,position,age,culture,height,weight,school,college_name,region,division,scout_name,season,week,evaluation,range,confidence,text,player_id
13,Anthony,Blair,WR,23,Energetic,76,183,Michigan State,Trojans,Midwest,1,American Player Scouts,1,10,72,2,65,,49389643
30,Evan,Hunter,OLB,21,Aggressive,74,255,North Carolina State,Wolves,South,1,American Player Scouts,1,12,72,2,65,,49389856
39,Darqueze,Brown,FB,23,Aggressive,69,223,Navy,Sailors,Mid-Atlantic,1,American Player Scouts,1,14,72,2,65,,49389595
61,Daniel,Destefano,G,23,Aggressive,78,327,New Jersey,Paladins,Mid-Atlantic,1,American Player Scouts,1,14,72,2,65,,49389718
10,Nathen,Miles,QB,21,Strategic,68,219,Oklahoma,Wagoneers,Great Plains,1,American Player Scouts,1,17,72,2,65,"Unfortunately, Miles probably won't hear his name called until the late second or third day of the draft. While he is not towering, Miles is patient and stands tall in the pocket, making passes downfield in the face of the rush. He doesn't have the arm strength or release quickness to consistently survive off-target throws against pro coverage. He is a classic pocket passer, and not really a dual-threat quarterback. Miles should spend more time in the film room to help improve his inconsistent play. Like all college Quarterbacks, Miles has some things to work on for the PFL. Miles is a player that has the potential to become an All-Pro someday. ",49389554
12,Joseph,Jordan,WR,21,Aggressive,71,208,Colorado,Bison,Rockies,1,American Player Scouts,1,20,72,2,65,"Joseph needs to play with better discipline and anticipation as a pro. A decent WR in 4- or 5-WR sets, but probably won't be a primary PFL receiver. Our scouts noted Joseph's play was consistently impressive. Like all college Wide Receivers, Jordan has some things to work on for the PFL. For the time our scouts watched him, Jordan kept up, but didn't show he had long-term potential for greatness. ",49389648
79,Edward,Haugen,DT,23,Professional,73,301,Georgia Southern,Herons,South,1,American Player Scouts,1,22,72,2,65,"Edward needs to play with better discipline and anticipation as a pro. Haugen continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. He needs to add a few more items to his rush menu in order to maintain his rush production against PFL tackles. Haugen is more wrestler than gap-eater when taking on blocks as a nose. Overall, Edward was generally solid, but sometimes made some mistakes. Like all college Defensive Tackles, Haugen has some things to work on for the PFL. For the time our scouts watched him, Haugen kept up, but didn't show he had long-term potential for greatness. ",49389803
6,Jordan,Carlin,QB,22,,75,216,Memphis,Lions,South,1,Media,1,2,71,5,50,,49389553
76,Jarvis,Howard,G,23,,77,318,West Lafayette,Engineers,Midwest,1,Media,1,2,71,5,50,,49389724
50,Pat,Simmons,OLB,22,,77,266,Oregon,Seagulls,Pacific Northwest,1,Media,1,2,71,5,50,,49389811
55,Robert,Paulsen,C,23,,78,322,Western Illinois,Snapping Turtles,Midwest,2,Media,1,2,71,5,50,,49389709
37,Rashaan,Clark,CB,20,,72,211,Durham,Devils,South,1,Media,1,2,71,5,50,,49389871
99,David,Woods,OLB,21,,76,234,Virginia,Revolutionaries,Appalachia,1,Media,1,2,71,5,50,,49389812
45,Kyler,Contreras,S,23,,70,201,Arkansas State,Red Dogs,South,1,Media,1,2,71,5,50,,49389911
15,Duke,Johnson,HB,21,,68,190,West Lafayette,Engineers,Midwest,1,Media,1,2,71,5,50,,49389565
95,Anthony,Delgado,DT,20,,75,298,Texas Tech,Red Pillagers,Texas,1,Media,1,2,71,5,50,,49389789
74,Austin,Newman,G,20,,75,286,Georgia,Dawgs,South,1,Media,1,2,71,5,50,,49389713
19,Hayes,McCoy,P,22,,73,217,Ohio State,Acorns,Midwest,1,Media,1,2,71,5,50,,49389958
95,Adarius,Yazzie,DT,21,,77,335,Arizona State,Sun Demons,Southwest,1,Media,1,2,71,5,50,,49389785
40,Mike,Brown,FB,22,,73,230,Louisiana State,Cougars,South,1,Media,1,2,71,5,50,,49389597
96,Kenny,Johnson,DE,22,,77,282,California-Los Angeles,Bears,California,1,Media,1,2,71,5,50,,49389765
31,Chris,Davis,K,23,,69,170,California-Los Angeles,Bears,California,1,Media,1,2,71,5,50,,49389945
7,Scott,Smith,QB,22,,69,208,Louisiana State,Cougars,South,1,Media,1,2,71,5,50,,49389557
70,Kevin,Downey,C,23,,79,291,Houston,Lynxes,Texas,1,Media,1,2,71,5,50,,49389702
34,Eric,Richardson,S,23,Strategic,69,183,Alabama,Red Wave,South,1,American Player Scouts,1,5,71,2,65,,49389939
29,Jake,Miller,OLB,23,Energetic,71,252,Memphis,Lions,South,1,American Player Scouts,1,5,71,2,65,,49389815
45,Kyler,Contreras,S,23,Aggressive,70,201,Arkansas State,Red Dogs,South,1,American Player Scouts,1,6,71,2,65,,49389911
66,Antonio,Martin,C,22,Strategic,79,325,Arizona State,Sun Demons,Southwest,1,American Player Scouts,1,7,71,2,65,,49389705
66,Sean,Lopez,DT,23,Adaptable,73,307,Michigan State,Trojans,Midwest,1,American Player Scouts,1,10,71,2,65,,49389802
86,Eric,Lewis,TE,23,Aggressive,78,240,Missouri,Lions,South,1,American Player Scouts,1,12,71,2,65,,49389649
30,Darian,Booker,S,20,Aggressive,75,197,Tulsa,Tornadoes,Great Plains,1,American Player Scouts,1,17,71,2,65,"Darian needs to play with better discipline and anticipation as a pro. Darian does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He is susceptible to giving up some separation early in routes as he turns to trailing technique. There's potential for him to play the roaming safety role in the middle of the field because his instincts put him in position to make plays on the ball. Booker should spend more time in the film room to help improve his inconsistent play. Like all college Free Safetys, Booker has some things to work on for the PFL. He brings great upside, and his potential shouldn't be overlooked. ",49389936
10,Josh,Caldwell,QB,23,Adaptable,74,214,Colorado State,Goats,Rockies,1,American Player Scouts,1,19,71,2,65,"Unfortunately, Caldwell probably won't hear his name called until the late second or third day of the draft. He doesn't have the arm strength or release quickness to consistently survive off-target throws against pro coverage. He is a classic pocket passer, and not really a dual-threat quarterback. Caldwell should spend more time in the film room to help improve his inconsistent play. Caldwell is low-key and calm off the field, and is likely to remain focused. Like all college Quarterbacks, Caldwell has some things to work on for the PFL. Caldwell should be able to compete for most starting depth chart positions when he reaches his full potential. ",49389543
75,Dan,Cook,DE,20,Professional,79,257,Colorado,Bison,Rockies,1,American Player Scouts,1,20,71,2,65,"Dan needs to play with better discipline and anticipation as a pro. He needs to add a few more items to his rush menu in order to maintain his rush production against PFL tackles. Cook should spend more time in the film room to help improve his inconsistent play. Like all college Right Ends, Cook has some things to work on for the PFL. For the time our scouts watched him, Cook kept up, but didn't show he had long-term potential for greatness. ",49389751
1,Tony,Brooks,CB,23,Aggressive,72,200,Colorado,Bison,Rockies,1,American Player Scouts,1,20,71,2,65,"Unfortunately, Brooks probably won't hear his name called until the late second or third day of the draft. Brooks continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. Tony does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He is susceptible to giving up some separation early in routes as he turns to trailing technique. Brooks should spend more time in the film room to help improve his inconsistent play. Like all college Cornerbacks, Brooks has some things to work on for the PFL. Brooks is a player that has the potential to become an All-Pro someday. ",49389874
37,Chris,Freeman,CB,23,Energetic,72,200,Louisiana State,Cougars,South,1,American Player Scouts,1,21,71,2,65,"Chris needs to play with better discipline and anticipation as a pro. Freeman continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. Chris does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He is susceptible to giving up some separation early in routes as he turns to trailing technique. Overall, Chris was generally solid, but sometimes made some mistakes. Like all college Cornerbacks, Freeman has some things to work on for the PFL. Chris has the talent to become a great PFL player someday. ",49389861
92,Johnthan,Conner,DT,22,Strategic,76,338,Georgia,Dawgs,South,1,American Player Scouts,1,21,71,2,65,"Johnthan needs to play with better discipline and anticipation as a pro. Conner continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. He needs to add a few more items to his rush menu in order to maintain his rush production against PFL tackles. Conner is more wrestler than gap-eater when taking on blocks as a nose. Our scouts noted Johnthan's play was consistently impressive. Like all college Defensive Tackles, Conner has some things to work on for the PFL. Conner should be able to compete for most starting depth chart positions when he reaches his full potential. ",49389795
75,Hal,Jackson,G,23,Aggressive,79,297,Clemson,Wildcats,South,1,American Player Scouts,1,23,71,2,65,"Unfortunately, Jackson probably won't hear his name called until the late second or third day of the draft. Our scouts noted Hal's play was consistently impressive. Like all college Left Guards, Jackson has some things to work on for the PFL. Jackson is a player that has the potential to become an All-Pro someday. ",49389721
47,Brock,Williams,CB,21,Strategic,73,174,Clemson,Wildcats,South,1,American Player Scouts,1,23,71,2,65,"Unfortunately, Williams probably won't hear his name called until the late second or third day of the draft. He is a poor blitzer who lacks vision and the ability to fight through blocks. He is susceptible to giving up some separation early in routes as he turns to trailing technique. Overall, Brock was generally solid, but sometimes made some mistakes. Productive playmaker with below-average size but above-average heart. Like all college Cornerbacks, Williams has some things to work on for the PFL. Williams is a player that has the potential to become an All-Pro someday. ",49389904
16,Cortez,Knight,WR,23,Aggressive,69,194,Penn State,Mountain Lions,Appalachia,1,American Player Scouts,1,25,71,2,65,"Unfortunately, Knight probably won't hear his name called until the late second or third day of the draft. Will likely see the field in the PFL, but not on every down. Cortez proved to our scouts that his performance matched his reputation. Like all college Wide Receivers, Knight has some things to work on for the PFL. For the time our scouts watched him, Knight kept up, but didn't show he had long-term potential for greatness. ",49389645
52,Gabriel,Kemp,G,21,,76,313,Florida State,Chiefs,Florida,1,Media,1,2,70,5,50,,49389683
52,Randall,Gillespie,OLB,23,,74,275,Penn State,Mountain Lions,Appalachia,1,Media,1,2,70,5,50,,49389813
34,Tim,Rosenthal,OLB,23,,77,242,West Lafayette,Engineers,Midwest,1,Media,1,2,70,5,50,,49389850
39,Randy,Floyd,FB,20,,69,247,Arkansas,Boars,South,1,Media,1,2,70,5,50,,49389589
86,Andre,Blackburn,TE,21,,78,254,South Bend,Leprechauns,Midwest,1,Media,1,2,70,5,50,,49389652
35,Derrick,Thomas,S,20,,73,212,Florida,Manatees,Florida,1,Media,1,2,70,5,50,,49389907
33,Brandon,Gibson,CB,22,,74,208,Virginia Tech,Turkeys,South,1,Media,1,2,70,5,50,,49389882
23,Jonathan,Baugh,CB,22,,70,174,Louisiana-Lafayette,Acadians,South,1,Media,1,2,70,5,50,,49389875
7,Earl,Rogers,QB,21,,68,201,Southern California,Spartans,California,1,Media,1,2,70,5,50,,49389552
15,Garett,Fuentes,K,23,,75,166,North Carolina Central,Turkeys,South,2,Media,1,2,70,5,50,,49389941
83,Donald,Engle,TE,23,,75,258,Arizona,Tigers,Southwest,1,Media,1,2,70,5,50,,49389659
76,Casey,Graham,C,23,,78,310,Texas,Bulls,Texas,1,Media,1,2,70,5,50,,49389703
21,David,Bergeron,HB,21,,69,194,Syracuse,Lakers,New York,1,Media,1,2,70,5,50,,49389583
76,Austin,Dickey,DE,20,,77,266,Texas,Bulls,Texas,1,Media,1,2,70,5,50,,49389771
19,Paul,West,K,20,,74,219,Florida,Manatees,Florida,1,Media,1,2,70,5,50,,49389946
59,Josh,Jones,C,22,,77,303,Fresno State,Dogs,California,1,Media,1,2,70,5,50,,49389711
21,Ego,Miller,S,22,Aggressive,69,196,Winston-Salem,Inquisitors,South,1,American Player Scouts,1,5,70,2,65,,49389918
88,Anthony,Varner,WR,23,Aggressive,75,199,Louisiana State,Cougars,South,1,American Player Scouts,1,5,70,2,65,,49389602
52,Kenny,Aldrich,C,22,Energetic,75,287,Texas-San Antonio,Tumbleweeds,Texas,1,American Player Scouts,1,9,70,2,65,,49389700
60,Nevin,Roberts,DT,21,Strategic,76,293,Texas A&M,Ranchers,Texas,1,American Player Scouts,1,9,70,2,65,,49389791
50,Jacob,Martin,OLB,23,Professional,72,248,Western Illinois,Snapping Turtles,Midwest,2,American Player Scouts,1,11,70,2,65,,49389841
25,Leonard,Mason,S,22,Adaptable,75,198,Tennessee,Militiamen,South,1,American Player Scouts,1,12,70,2,65,,49389922
39,Don,Corley,S,23,Professional,74,171,Clemson,Wildcats,South,1,American Player Scouts,1,12,70,2,65,,49389937
58,Erik,Platt,T,21,Energetic,76,287,Syracuse,Lakers,New York,1,American Player Scouts,1,13,70,2,65,,49389735
79,Paul,Greene,T,23,Energetic,78,319,Missouri,Lions,South,1,American Player Scouts,1,15,70,2,65,,49389669
23,Joey,Irby,CB,23,Professional,71,173,Georgia Tech,Wasps,South,1,American Player Scouts,1,15,70,2,65,"Joey needs to play with better discipline and anticipation as a pro. Irby continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. Joey does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He is susceptible to giving up some separation early in routes as he turns to trailing technique. Joey proved to our scouts that his performance matched his reputation. Productive playmaker with below-average size but above-average heart. Like all college Cornerbacks, Irby has some things to work on for the PFL. For the time our scouts watched him, Irby kept up, but didn't show he had long-term potential for greatness. ",49389880
34,Tim,Rosenthal,OLB,23,Strategic,77,242,West Lafayette,Engineers,Midwest,1,American Player Scouts,1,16,70,2,65,"Tim needs to play with better discipline and anticipation as a pro. Rosenthal continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. Tim does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. Long, athletic linebacker who makes his presence on the field known. Our scouts noted Tim's play was consistently impressive. Rosenthal is low-key and calm off the field, and is likely to remain focused. Like all college Right Outside Linebackers, Rosenthal has some things to work on for the PFL. Rosenthal is a player that has the potential to become an All-Pro someday. ",49389850
1,Tony,Brooks,CB,23,Aggressive,72,200,Colorado,Bison,Rockies,1,American Player Scouts,1,19,70,2,65,"Tony needs to play with better discipline and anticipation as a pro. Brooks continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. Tony does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He is susceptible to giving up some separation early in routes as he turns to trailing technique. Tony is also a willing run defender who will contribute to the ground defense and tackle. He fights off blocks, fires to the ball, and shows nice tackling technique for a corner. Overall, Tony was generally solid, but sometimes made some mistakes. Like all college Cornerbacks, Brooks has some things to work on for the PFL. Brooks is a player that has the potential to become an All-Pro someday. ",49389874
58,Keith,McCullough,OLB,21,Energetic,75,262,Arkansas,Boars,South,1,American Player Scouts,1,21,70,2,65,"Keith needs to play with better discipline and anticipation as a pro. Keith does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He has average size and instincts for work between the tackles, but the pursuit speed and tackling talent to run and hit from sideline to sideline. He can handle some coverage chores but it's not his strong suit. McCullough should spend more time in the film room to help improve his inconsistent play. Like all college Left Outside Linebackers, McCullough has some things to work on for the PFL. He brings great upside, and his potential shouldn't be overlooked. ",49389805
25,Tommy,Franklin,CB,23,Energetic,74,195,North Carolina,Rams,South,1,American Player Scouts,1,21,70,2,65,"Unfortunately, Franklin probably won't hear his name called until the late second or third day of the draft. Franklin continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. Tommy does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He is susceptible to giving up some separation early in routes as he turns to trailing technique. Tommy proved to our scouts that his performance matched his reputation. Like all college Cornerbacks, Franklin has some things to work on for the PFL. Franklin should be able to compete for most starting depth chart positions when he reaches his full potential. ",49389893
85,Travis,Joseph,FB,21,Strategic,71,270,Southern,Pumas,South,2,American Player Scouts,1,23,70,2,65,"Travis needs to play with better discipline and anticipation as a pro. Overall, Travis was generally solid, but sometimes made some mistakes. Like all college Fullbacks, Joseph has some things to work on for the PFL. Joseph should be able to compete for most starting depth chart positions when he reaches his full potential. ",49389593
52,Randall,Gillespie,OLB,23,Strategic,74,275,Penn State,Mountain Lions,Appalachia,1,American Player Scouts,1,24,70,2,65,"Unfortunately, Gillespie probably won't hear his name called until the late second or third day of the draft. Gillespie continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. Randall does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He has average size and instincts for work between the tackles, but the pursuit speed and tackling talent to run and hit from sideline to sideline. Gillespie should spend more time in the film room to help improve his inconsistent play. Gillespie is low-key and calm off the field, and is likely to remain focused. Like all college Left Outside Linebackers, Gillespie has some things to work on for the PFL. Gillespie is a player that has the potential to become an All-Pro someday. ",49389813
69,Angelo,Lucas,DE,21,Professional,74,269,Penn State,Mountain Lions,Appalachia,1,American Player Scouts,1,24,70,2,65,"Angelo needs to play with better discipline and anticipation as a pro. He needs to add a few more items to his rush menu in order to maintain his rush production against PFL tackles. Angelo is a high-effort pass rusher who does well at picking up coverage sacks. He does not win cleanly against offensive linemen and struggles to shed blocks. Lucas should spend more time in the film room to help improve his inconsistent play. Like all college Right Ends, Lucas has some things to work on for the PFL. Lucas is a player that has the potential to become an All-Pro someday. ",49389745
63,Bruce,Wood,G,23,,78,330,Arizona State,Sun Demons,Southwest,1,Media,1,2,69,5,50,,49389726
99,Kareem,Johnson,DE,23,,79,264,Ohio State,Acorns,Midwest,1,Media,1,2,69,5,50,,49389744
71,Eric,Thomas,T,22,,77,320,Georgia Tech,Wasps,South,1,Media,1,2,69,5,50,,49389731
21,Juwan,Keith,FB,23,,71,227,Pittsburgh,Jaguars,Appalachia,1,Media,1,2,69,5,50,,49389587
65,Javorius,Knight,C,21,,79,281,Kentucky,Tigers,South,1,Media,1,2,69,5,50,,49389699
45,Chris,Eastman,TE,22,,75,258,South Florida,Herd,Florida,1,Media,1,2,69,5,50,,49389653
53,Corey,Foster,G,23,,79,287,Iowa State,Tornadoes,Midwest,1,Media,1,2,69,5,50,,49389691
22,Kerry,Lane,HB,22,,73,196,Michigan State,Trojans,Midwest,1,Media,1,2,69,5,50,,49389585
49,David,Hunt,S,20,,71,190,Minnesota,Golden Squirrels,Midwest,1,Media,1,2,69,5,50,,49389925
12,Joseph,Jordan,WR,21,,71,208,Colorado,Bison,Rockies,1,Media,1,2,69,5,50,,49389648
47,Beau,Lester,OLB,20,,73,262,Navy,Sailors,Mid-Atlantic,1,Media,1,2,69,5,50,,49389843
67,Rakeem,Davis,G,20,,75,330,Ohio State,Acorns,Midwest,1,Media,1,2,69,5,50,,49389695
71,John,Harris,DT,22,,73,304,Beaumont,Jays,Texas,2,Media,1,2,69,5,50,,49389786
5,Jeff,Pollard,QB,23,Professional,73,226,Missouri,Lions,South,1,American Player Scouts,1,6,69,2,65,,49389547
54,Ryan,Goodman,C,23,Aggressive,78,329,North Carolina State,Wolves,South,1,American Player Scouts,1,6,69,2,65,,49389701
31,Chris,Davis,K,23,Adaptable,69,170,California-Los Angeles,Bears,California,1,American Player Scouts,1,8,69,2,65,,49389945
42,Justin,Braswell,CB,22,Energetic,69,213,Dallas,Mustangs,Texas,1,American Player Scouts,1,9,69,2,65,,49389863
47,Patrick,Sullivan,S,23,Strategic,72,187,Texas,Bulls,Texas,1,American Player Scouts,1,9,69,2,65,,49389908
58,Alex,Washington,DT,23,Strategic,76,323,Waco,Grizzlies,Texas,1,American Player Scouts,1,9,69,2,65,,49389783
33,Jason,Scott,HB,21,Aggressive,70,194,Indiana,Groundhogs,Midwest,1,American Player Scouts,1,10,69,2,65,,49389573
36,Frank,Williams,S,22,Professional,75,179,South Bend,Leprechauns,Midwest,1,American Player Scouts,1,11,69,2,65,,49389927
21,David,Bergeron,HB,21,Strategic,69,194,Syracuse,Lakers,New York,1,American Player Scouts,1,13,69,2,65,,49389583
55,Elandon,Cunningham,T,23,Adaptable,77,306,Philadelphia,Nightingales,Mid-Atlantic,1,American Player Scouts,1,14,69,2,65,,49389681
15,Duke,Johnson,HB,21,Strategic,68,190,West Lafayette,Engineers,Midwest,1,American Player Scouts,1,16,69,2,65,"Unfortunately, Johnson probably won't hear his name called until the late second or third day of the draft. He's a solid back but not overly dynamic and lacks the desired third-down value right now. Johnson lacks the vision and agility to slide and bounce around tacklers but he has strength to run them over. Overall, Duke was generally solid, but sometimes made some mistakes. Like all college Halfbacks, Johnson has some things to work on for the PFL. Johnson is a player that has the potential to become an All-Pro someday. ",49389565
55,Jordan,Tomlinson,OLB,23,Energetic,75,258,Iowa,Falcons,Midwest,1,American Player Scouts,1,16,69,2,65,"Jordan needs to play with better discipline and anticipation as a pro. Tomlinson continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. Jordan does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. Long, athletic linebacker who makes his presence on the field known. He can handle some coverage chores but it's not his strong suit. Tomlinson should spend more time in the film room to help improve his inconsistent play. Like all college Right Outside Linebackers, Tomlinson has some things to work on for the PFL. Tomlinson should be able to compete for most starting depth chart positions when he reaches his full potential. ",49389848
75,Keith,Person,G,21,Energetic,76,325,Mississippi,Insurgents,South,1,American Player Scouts,1,21,69,2,65,"Keith needs to play with better discipline and anticipation as a pro. Person should spend more time in the film room to help improve his inconsistent play. Like all college Left Guards, Person has some things to work on for the PFL. Person should be able to compete for most starting depth chart positions when he reaches his full potential. ",49389719
57,Johnthan,Logan,DE,22,Energetic,78,254,Huntington,Bison,Appalachia,1,American Player Scouts,1,25,69,2,65,"Johnthan needs to play with better discipline and anticipation as a pro. Logan continued to pick up elements of the defensive scheme and his play has steadily transformed from hesitant in 2023 to downright instinctive in 2025. He needs to add a few more items to his rush menu in order to maintain his rush production against PFL tackles. Johnthan is a high-effort pass rusher who does well at picking up coverage sacks. He does not win cleanly against offensive linemen and struggles to shed blocks. Logan should spend more time in the film room to help improve his inconsistent play. Like all college Right Ends, Logan has some things to work on for the PFL. For the time our scouts watched him, Logan kept up, but didn't show he had long-term potential for greatness. ",49389756
40,Joe,Burke,HB,22,,69,191,Oregon,Seagulls,Pacific Northwest,1,Media,1,2,68,5,50,,49389577
36,Frank,Williams,S,22,,75,179,South Bend,Leprechauns,Midwest,1,Media,1,2,68,5,50,,49389927
37,Bell,Taylor,S,23,,75,197,Wisconsin,Marmots,Midwest,1,Media,1,2,68,5,50,,49389934
89,Greg,Washington,WR,21,,76,208,Boston,Hawks,New England,1,Media,1,2,68,5,50,,49389608
80,Aldrick,Sanders,WR,20,,71,191,Tennessee,Militiamen,South,1,Media,1,2,68,5,50,,49389632
33,Steven,Buford,FB,23,,71,229,Nashville,Admirals,South,1,Media,1,2,68,5,50,,49389598
27,Carl,Cook,CB,22,,69,198,California-Los Angeles,Bears,California,1,Media,1,2,68,5,50,,49389862
75,Hal,Jackson,G,23,,79,297,Clemson,Wildcats,South,1,Media,1,2,68,5,50,,49389721
92,Ryan,Allen,OLB,22,,77,237,Illinois,Chiefs,Midwest,1,Media,1,2,68,5,50,,49389858
65,Bilal,McCarthy,T,22,,79,307,South Carolina,Roosters,South,1,Media,1,2,68,5,50,,49389733
64,Curtis,Boles,DE,22,,79,293,Georgia,Dawgs,South,1,Media,1,2,68,5,50,,49389752
87,Wendell,Andrade,WR,23,,78,216,Indiana State,Oaks,Midwest,2,Media,1,2,68,5,50,,49389639
55,Terrence,Turner,G,23,,79,284,Spartanburg,Corgis,South,2,Media,1,2,68,5,50,,49389717
65,Christian,Fields,DT,20,,74,324,South Florida,Herd,Florida,1,Media,1,2,68,5,50,,49389794
44,Evan,Sellers,HB,23,,70,196,Georgia,Dawgs,South,1,Media,1,2,68,5,50,,49389582
51,Ben,Martin,DE,22,,79,283,Clemson,Wildcats,South,1,Media,1,2,68,5,50,,49389758
10,Mike,Parker,WR,23,,74,184,Air Force,Pilots,Rockies,1,Media,1,2,68,5,50,,49389630
28,Russell,Buford,FB,21,,70,238,Michigan,Weasels,Midwest,1,Media,1,2,68,5,50,,49389590
16,Ricardo,Stevens,WR,23,Adaptable,78,185,South Carolina,Roosters,South,1,American Player Scouts,1,6,68,2,65,,49389615
13,Eddie,Seymour,WR,22,Strategic,74,211,Southern California,Spartans,California,1,American Player Scouts,1,8,68,2,65,,49389619
90,Marcus,Hopkins,DT,23,Energetic,77,324,Texas,Bulls,Texas,1,American Player Scouts,1,9,68,2,65,,49389801
43,Carl,Cunningham,CB,20,Professional,70,220,Texas,Bulls,Texas,1,American Player Scouts,1,9,68,2,65,,49389866
28,Alan,Walker,FB,22,Adaptable,73,245,Texas,Bulls,Texas,1,American Player Scouts,1,9,68,2,65,,49389588
55,Robert,Paulsen,C,23,Energetic,78,322,Western Illinois,Snapping Turtles,Midwest,2,American Player Scouts,1,10,68,2,65,,49389709
45,Russell,Wooten,CB,22,Strategic,71,216,Alabama,Red Wave,South,1,American Player Scouts,1,12,68,2,65,,49389873
26,Ronnie,Green,CB,20,Strategic,75,210,Maryland,Turtles,Mid-Atlantic,1,American Player Scouts,1,14,68,2,65,,49389864
29,Dezmen,Peterson,K,22,Professional,69,174,Clemson,Wildcats,South,1,American Player Scouts,1,15,68,2,65,"Unfortunately, Peterson probably won't hear his name called until the late second or third day of the draft. Peterson should spend more time in the film room to help improve his inconsistent play. Peterson may actually end up being limited to the slot as a pro because of his thin frame and low weight. Peterson is low-key and calm off the field, and is likely to remain focused. Like all college Kickers, Peterson has some things to work on for the PFL. Dezmen has the talent to become a great PFL player someday. ",49389949
67,Ka'Deem,Glaser,T,20,Energetic,76,328,Georgia,Dawgs,South,1,American Player Scouts,1,18,68,2,65,"Unfortunately, Glaser probably won't hear his name called until the late second or third day of the draft. As a pass blocker, he has the strength to rock defenders and often knock them off balance to slow them down. Overall, Ka'Deem was generally solid, but sometimes made some mistakes. Like all college Left Tackles, Glaser has some things to work on for the PFL. His name was mentioned many times by our scouts after leaving the facility for showing outstanding leadership potential. ",49389734
37,Rashaan,Clark,CB,20,Adaptable,72,211,Durham,Devils,South,1,American Player Scouts,1,18,68,2,65,"Rashaan needs to play with better discipline and anticipation as a pro. Rashaan does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He is susceptible to giving up some separation early in routes as he turns to trailing technique. His poor understanding of higher level defenses will be a major problem overriding any positive athleticism going forward. Overall, Rashaan was generally solid, but sometimes made some mistakes. Like all college Cornerbacks, Clark has some things to work on for the PFL. Clark is a player that has the potential to become an All-Pro someday. ",49389871
75,Charles,Kidd,T,21,Aggressive,78,327,Louisville,Finches,South,1,American Player Scouts,1,22,68,2,65,"Charles needs to play with better discipline and anticipation as a pro. Kidd should spend more time in the film room to help improve his inconsistent play. Like all college Left Tackles, Kidd has some things to work on for the PFL. For the time our scouts watched him, Kidd kept up, but didn't show he had long-term potential for greatness. ",49389737
99,David,Woods,OLB,21,Adaptable,76,234,Virginia,Revolutionaries,Appalachia,1,American Player Scouts,1,24,68,2,65,"Unfortunately, Woods probably won't hear his name called until the late second or third day of the draft. David does not have excellent hands and is thus not a real threat to create interceptions and make game-changing plays on defense. He is a poor blitzer who lacks vision and the ability to fight through blocks. He has average size and instincts for work between the tackles, but the pursuit speed and tackling talent to run and hit from sideline to sideline. He can handle some coverage chores but it's not his strong suit. Overall, David was generally solid, but sometimes made some mistakes. Like all college Left Outside Linebackers, Woods has some things to work on for the PFL. For the time our scouts watched him, Woods kept up, but didn't show he had long-term potential for greatness. ",49389812
98,Chris,Lester,OLB,20,,77,232,Nevada,Wolves,Great Basin,1,Media,1,2,67,5,50,,49389845
76,Nick,Silver,T,22,,79,327,Nebraska,Harvesters,Great Plains,1,Media,1,2,67,5,50,,49389729
